ApplicationID,StageName,ReviewedDate,ReviewedBy,ActionTaken
27083,Initial Review,2025-05-09,Ajith Zuhair,Pending
27084,Interview,2025-03-22,Priyantha Thilakarathna,Rejected
27084,Initial Review,2025-04-24,Yashodha Fonseka,Hold
27084,Final Approval,2024-07-04,Wasantha Wickramasinghe,Hold
27085,Initial Review,2024-05-30,Thilina Kulathunga,Rejected
27085,Visa Processing,2024-10-18,Chamara Dissanayake,Approved
27085,Medical Check,2024-11-23,Bhagya Hettiarachchi,Rejected
27086,Final Approval,2024-11-16,Rashmi Wickramasinghe,Pending
27086,Interview,2024-07-02,Indika Quintus,Pending
27087,Visa Processing,2024-12-30,Wathsala Hettiarachchi,Hold
27088,Medical Check,2025-05-31,Oshadi Hettiarachchi,Hold
27088,Final Approval,2025-05-27,Ruwan Yogarajah,Approved
27088,Initial Review,2025-05-11,Hemantha Jayaweera,Pending
27089,Medical Check,2025-07-27,Janaka Pathirana,Pending
27089,Initial Review,2025-07-21,Vishaka Ilangakoon,Approved
27089,Final Approval,2025-08-03,Thilina Nanayakkara,Rejected
27090,Final Approval,2025-01-23,Pradeep Cooray,Pending
27090,Initial Review,2025-06-03,Nethmi Ekanayake,Pending
27090,Visa Processing,2024-06-21,Bandula Chandrasekara,Hold
27091,Final Approval,2025-05-18,Upul Gamage,Approved
27091,Visa Processing,2025-07-28,Gayan Cooray,Hold
27092,Initial Review,2025-06-03,Wathsala Udayanga,Approved
27092,Final Approval,2025-02-01,Amarasiri Ekanayake,Pending
27092,Visa Processing,2024-12-06,Zainab Jayaweera,Approved
27093,Initial Review,2024-05-27,Buddhika Weerakoon,Approved
27094,Interview,2025-06-23,Ganga Rajapaksa,Pending
27094,Final Approval,2025-07-26,Buddhini Nadarajah,Hold
27095,Initial Review,2024-12-04,Wasantha Balasuriya,Rejected
27096,Interview,2025-05-19,Oshadi Perera,Hold
27096,Visa Processing,2025-06-08,Roshini Dharmasena,Hold
27096,Final Approval,2025-01-14,Amarasiri Ratnayake,Pending
27097,Medical Check,2024-08-27,Fazil Weerakoon,Approved
27098,Medical Check,2025-05-23,Lahiru Quintus,Pending
27098,Final Approval,2025-05-19,Ruwan Peiris,Approved
27098,Interview,2025-05-04,Rashmi Senanayake,Pending
27099,Medical Check,2025-07-19,Chandana Jayawardena,Pending
27100,Initial Review,2024-12-08,Hiba Sivapragasam,Hold
27100,Visa Processing,2025-06-26,Lalith Vigneswaran,Pending
27101,Initial Review,2024-05-20,Tharushi Jayaweera,Hold
27101,Interview,2024-11-17,Yasith Vithanage,Rejected
27101,Visa Processing,2025-04-10,Anjali Weerakoon,Hold
27102,Interview,2025-07-10,Thushari Yogarajah,Approved
27102,Medical Check,2025-08-08,Anura Fonseka,Rejected
27103,Medical Check,2025-01-17,Tharushi Hettiarachchi,Rejected
27103,Interview,2023-10-10,Oshan Jaleel,Hold
27103,Initial Review,2024-08-30,Inoka Senanayake,Hold
27104,Visa Processing,2024-11-06,Jagath Rizvi,Hold
27104,Final Approval,2025-07-29,Prasad Weerakoon,Pending
27104,Medical Check,2025-01-04,Soha Fernando,Pending
27105,Initial Review,2025-06-26,Wasantha Basnayake,Hold
27106,Initial Review,2025-05-26,Soha Udayanga,Rejected
27106,Visa Processing,2025-07-10,Zameer Abeysinghe,Pending
27106,Interview,2025-06-03,Janaka Perera,Rejected
27107,Visa Processing,2025-03-14,Gayani Senanayake,Rejected
27107,Interview,2024-10-11,Ranil Hettiarachchi,Hold
27107,Initial Review,2025-06-09,Tharushi Dissanayake,Hold
27108,Initial Review,2025-01-05,Janaka Fernando,Rejected
27108,Final Approval,2025-02-11,Chamara Abeysinghe,Approved
27108,Medical Check,2024-11-25,Kanchana Abeysinghe,Rejected
27109,Final Approval,2025-03-16,Tharushi Obeysekera,Hold
27109,Visa Processing,2024-11-11,Yasith Yapa,Approved
27110,Interview,2025-06-25,Saman Edirisinghe,Rejected
27110,Visa Processing,2025-07-07,Thushari Herath,Rejected
27111,Interview,2025-08-17,Yohan Karunaratne,Hold
27112,Initial Review,2025-07-27,Amarasiri Ilangakoon,Approved
27113,Medical Check,2025-05-18,Eranga Obeysekera,Rejected
27113,Visa Processing,2025-04-10,Hansika Nadarajah,Hold
27113,Interview,2025-07-23,Erandika Lokuhetti,Hold
27114,Final Approval,2024-09-17,Ishani Edirisinghe,Hold
27114,Interview,2024-12-12,Vimukthi Uthayakumar,Rejected
27115,Visa Processing,2025-04-18,Ayesha Gunawardena,Approved
27115,Interview,2025-03-13,Tharaka Amarasinghe,Pending
27115,Final Approval,2025-06-19,Lasantha Basnayake,Pending
27116,Medical Check,2023-12-05,Tharushi Vigneswaran,Rejected
27116,Initial Review,2025-07-07,Isuru Chandrasekara,Hold
27117,Interview,2024-12-14,Menaka Nadarajah,Pending
27118,Final Approval,2025-06-30,Shey Dias,Approved
27119,Interview,2025-07-31,Tilak Karunaratne,Hold
27120,Medical Check,2025-07-05,Tilak Ibrahim,Approved
27120,Initial Review,2025-06-02,Wathsala Zoysa,Pending
27121,Interview,2024-11-07,Shey Amarasinghe,Pending
27121,Final Approval,2025-02-04,Oshan Fernando,Hold
27121,Visa Processing,2025-01-26,Amarasiri Lokuhetti,Rejected
27122,Interview,2025-08-03,Rohan Weerasinghe,Hold
27123,Interview,2025-03-31,Chamara Weerakoon,Pending
27124,Medical Check,2025-05-16,Isuri Nadarajah,Pending
27125,Medical Check,2025-08-15,Achini Zoysa,Pending
27125,Initial Review,2025-08-07,Yasara Dissanayake,Pending
27125,Final Approval,2025-07-02,Rashmi de Silva,Hold
27126,Initial Review,2024-11-13,Madushan Senanayake,Rejected
27126,Final Approval,2025-05-09,Fathima Madugalle,Rejected
27127,Initial Review,2025-04-02,Asanga Senanayake,Pending
27127,Final Approval,2024-10-15,Wasanthi Ranaweera,Hold
27127,Medical Check,2025-04-06,Nuwan Ranaweera,Hold
27128,Final Approval,2024-07-08,Anjali Fonseka,Pending
27128,Medical Check,2025-06-17,Adeesha Basnayake,Rejected
27128,Visa Processing,2025-04-23,Anura Dias,Approved
27129,Medical Check,2025-05-31,Hiba Wickramasinghe,Approved
27129,Interview,2025-06-04,Pradeep Wijesinghe,Pending
27130,Visa Processing,2025-05-24,Dinesh Thangavelu,Rejected
27131,Initial Review,2025-06-26,Madhavi Ratnayake,Approved
27131,Interview,2025-04-11,Tharushi Weerasinghe,Hold
27131,Medical Check,2025-06-16,Sashika Xavier,Approved
27132,Interview,2025-07-13,Deepthi Liyanage,Approved
27132,Medical Check,2025-08-18,Jayantha Ilangakoon,Approved
27133,Initial Review,2025-05-26,Indrani Chandrasekara,Pending
27134,Initial Review,2025-02-02,Jagath Cooray,Approved
27134,Medical Check,2024-04-30,Ajith Ponnambalam,Rejected
27134,Interview,2025-07-11,Ruwan Xavier,Pending
27135,Visa Processing,2024-11-04,Udaya Guneratne,Hold
27135,Final Approval,2024-05-17,Aloka Kodithuwakku,Rejected
27135,Initial Review,2024-12-15,Sarath Kulathunga,Pending
27136,Interview,2024-12-30,Gayan Cooray,Pending
27136,Final Approval,2025-08-07,Shey Jayaweera,Approved
27136,Medical Check,2024-11-06,Eranga Nadarajah,Hold
27137,Initial Review,2024-12-27,Lakmini Udayanga,Rejected
27137,Interview,2024-09-15,Chathurika Galappaththi,Rejected
27137,Medical Check,2024-11-26,Zahran Dissanayake,Hold
27138,Initial Review,2024-07-10,Ishani Gamage,Approved
27138,Visa Processing,2024-06-12,Kamal Fernando,Hold
27139,Initial Review,2025-07-11,Dilani Jayawardena,Rejected
27140,Initial Review,2025-06-06,Zara Udayanga,Rejected
27140,Interview,2025-03-26,Mahesh Edirisinghe,Approved
27141,Final Approval,2024-12-18,Vimukthi Thilakarathna,Pending
27142,Visa Processing,2025-07-10,Janani Munasinghe,Rejected
27142,Final Approval,2023-12-08,Priyantha Thilakarathna,Pending
27143,Initial Review,2024-07-04,Bandula de Silva,Rejected
27143,Visa Processing,2025-05-16,Thilini Sivapragasam,Approved
27144,Interview,2025-04-10,Kasun Gamage,Rejected
27144,Visa Processing,2025-02-08,Anne Jayawardena,Pending
27145,Initial Review,2025-05-08,Jayani Wijesinghe,Rejected
27145,Visa Processing,2025-02-10,Priyantha Herath,Hold
27146,Medical Check,2024-10-09,Deepthi Munasinghe,Approved
27147,Final Approval,2024-08-16,Eranga Nadarajah,Approved
27147,Interview,2024-09-09,Ajith Jayawardena,Pending
27148,Interview,2025-01-14,Lasantha Zuhair,Approved
27149,Final Approval,2025-07-04,Buddhini Karunaratne,Rejected
27149,Visa Processing,2025-05-21,Madushan Jayawardena,Approved
27150,Initial Review,2025-07-11,Nalaka Udayanga,Approved
27151,Visa Processing,2024-08-14,Gayan Nadarajah,Pending
27151,Interview,2023-12-24,Chandrika Quintus,Rejected
27151,Final Approval,2024-12-19,Nuwan Obeysekera,Hold
27152,Interview,2024-11-11,Harshani Xavier,Rejected
27153,Final Approval,2024-03-08,Wasantha Yapa,Hold
27154,Final Approval,2024-11-18,Eranga Samarasinghe,Approved
27154,Initial Review,2024-12-09,Duminda Weerasinghe,Pending
27154,Interview,2024-12-27,Dilshan Quintus,Approved
27155,Visa Processing,2025-08-12,Kapila Guneratne,Rejected
27156,Initial Review,2025-07-03,Lasika Alwis,Hold
27156,Interview,2025-08-15,Yasith Thangavelu,Pending
27157,Interview,2025-03-06,Anura Madugalle,Pending
27157,Medical Check,2025-05-13,Gamini Rizvi,Approved
27158,Interview,2024-06-27,Sanduni Xavier,Approved
27158,Visa Processing,2024-07-10,Gamini Ratnayake,Approved
27159,Interview,2025-03-21,Gamini Kulathunga,Rejected
27159,Initial Review,2025-03-03,Thilina Chandrasekara,Approved
27159,Medical Check,2025-04-25,Ranjith Rizvi,Hold
27160,Visa Processing,2024-05-03,Lasika Weerakoon,Rejected
27161,Interview,2024-11-06,Fazil de Silva,Rejected
27162,Interview,2025-05-31,Hemantha Balasuriya,Rejected
27162,Initial Review,2025-07-26,Shey de Silva,Approved
27163,Final Approval,2025-08-02,Ayesha Cooray,Rejected
27163,Interview,2025-07-23,Lahiru Fonseka,Hold
27163,Visa Processing,2025-07-12,Nuwan Opatha,Hold
27164,Interview,2024-01-16,Roshini Thangavelu,Approved
27164,Initial Review,2024-10-03,Gayani Thilakarathna,Approved
27164,Visa Processing,2024-10-20,Soha Fonseka,Hold
27165,Interview,2025-01-14,Sarath Pathirana,Hold
27165,Medical Check,2025-01-16,Hemantha Cooray,Pending
27166,Medical Check,2025-08-19,Nalaka Peiris,Rejected
27167,Final Approval,2024-02-21,Hansika Cooray,Approved
27167,Visa Processing,2024-03-10,Kapila Vigneswaran,Hold
27168,Medical Check,2024-12-24,Chandrika Chandrasekara,Pending
27169,Medical Check,2025-06-14,Fathima Wickramasinghe,Rejected
27170,Medical Check,2023-12-03,Anne Perera,Rejected
27170,Visa Processing,2025-01-26,Wasantha Kodithuwakku,Hold
27170,Initial Review,2024-07-25,Dilani de Silva,Approved
27171,Final Approval,2024-11-26,Suranga Ranaweera,Approved
27171,Interview,2024-11-13,Udeshika Vigneswaran,Pending
27171,Medical Check,2025-01-15,Dinesh Cooray,Hold
27172,Initial Review,2024-03-29,Pasindu Kumara,Pending
27173,Initial Review,2025-07-14,Ibrahim Munasinghe,Hold
27173,Final Approval,2025-02-22,Asanka Edirisinghe,Pending
27173,Interview,2025-02-11,Sampath Dissanayake,Approved
27174,Initial Review,2025-06-27,Upul Fonseka,Approved
27174,Final Approval,2025-05-02,Fathima Nanayakkara,Pending
27175,Interview,2024-10-11,Zahran Wickramasinghe,Pending
27175,Visa Processing,2024-06-04,Eshini Basnayake,Approved
27176,Final Approval,2025-05-23,Yasith Vithanage,Pending
27177,Visa Processing,2025-07-16,Ahmed Quintus,Pending
27177,Medical Check,2025-06-09,Chamara Thilakarathna,Rejected
27177,Initial Review,2025-06-12,Ishani Ponnambalam,Pending
27178,Medical Check,2025-07-11,Queenie Fonseka,Pending
27178,Interview,2024-11-28,Anjali Abeysinghe,Approved
27179,Final Approval,2025-06-04,Amarasiri Obeysekera,Rejected
27180,Visa Processing,2025-02-21,Dilshan Yapa,Pending
27181,Final Approval,2024-12-15,Pavithra Yogarajah,Approved
27181,Medical Check,2025-03-24,Kithsiri Jaleel,Approved
27182,Medical Check,2025-05-17,Oshan Peiris,Rejected
27182,Initial Review,2025-05-17,Indrani Fonseka,Pending
27183,Final Approval,2024-01-11,Prasad Lokuhetti,Hold
27184,Medical Check,2024-09-03,Nethmi Jaleel,Approved
27184,Final Approval,2025-03-06,Thushari Balasuriya,Approved
27185,Interview,2024-03-21,Mohamed Rizvi,Hold
27186,Initial Review,2025-01-26,Sanduni Xavier,Approved
27186,Medical Check,2024-06-22,Zahran Gamage,Approved
27187,Interview,2025-08-04,Mahesh Nadarajah,Approved
27187,Medical Check,2025-01-10,Harsha Thangavelu,Hold
27187,Initial Review,2025-04-22,Ayesha Madugalle,Hold
27188,Initial Review,2025-08-15,Dayan Dharmasena,Approved
27188,Interview,2025-08-02,Isuru Ekanayake,Rejected
27189,Initial Review,2025-02-14,Chamara Jayawardena,Hold
27190,Final Approval,2024-09-23,Bandula Guneratne,Hold
27190,Medical Check,2024-03-26,Anjali Munasinghe,Approved
27190,Visa Processing,2025-02-18,Vimukthi Ekanayake,Hold
27191,Visa Processing,2025-08-14,Mohamed Lokuhetti,Rejected
27192,Final Approval,2024-08-31,Ibrahim Lokuhetti,Hold
27193,Medical Check,2025-04-04,Sampath Madugalle,Approved
27193,Initial Review,2024-02-03,Gayani Yapa,Approved
27193,Final Approval,2024-02-08,Lalith Wijesinghe,Pending
27194,Interview,2024-08-21,Ishani Vithanage,Hold
27195,Medical Check,2025-01-29,Chandana Thilakarathna,Rejected
27196,Medical Check,2025-05-21,Amarasiri Udayanga,Pending
27196,Interview,2025-06-17,Yasara Zuhair,Approved
27196,Visa Processing,2025-06-17,Isuru Senanayake,Hold
27197,Interview,2025-04-04,Bhagya Basnayake,Approved
27198,Interview,2025-08-16,Dayan Xavier,Pending
27198,Final Approval,2025-08-16,Sana Yapa,Pending
27199,Visa Processing,2025-08-14,Queenie Cooray,Pending
27199,Interview,2025-01-09,Harsha Kodithuwakku,Approved
27199,Initial Review,2024-10-18,Aloka Lokuhetti,Pending
27200,Medical Check,2025-04-02,Janaka Dias,Hold
27201,Initial Review,2025-04-14,Buddhini Opatha,Hold
27202,Visa Processing,2025-06-08,Nalaka Fernando,Hold
27202,Initial Review,2025-05-25,Chandana Thangavelu,Rejected
27203,Medical Check,2025-04-03,Shey Vigneswaran,Pending
27203,Interview,2025-05-26,Kithsiri Kodithuwakku,Rejected
27204,Final Approval,2024-10-14,Lakmini Fonseka,Pending
27204,Initial Review,2025-03-30,Akila Fernando,Hold
27205,Visa Processing,2025-04-16,Chamara Pathirana,Approved
27206,Interview,2025-03-21,Abhaya Abeysinghe,Hold
27206,Visa Processing,2025-04-09,Buddhini Kodithuwakku,Hold
27206,Initial Review,2025-02-15,Udaya Nadarajah,Approved
27207,Interview,2025-08-02,Inoka Thangavelu,Hold
27208,Final Approval,2024-11-14,Upeksha Cooray,Approved
27208,Interview,2025-03-07,Fathima Ratnayake,Pending
27208,Visa Processing,2024-09-07,Nadeesha Pathirana,Rejected
27209,Final Approval,2025-06-13,Nirosha Gamage,Approved
27210,Visa Processing,2025-04-27,Nadeeka Thilakarathna,Hold
27211,Medical Check,2025-03-30,Eranga Kodithuwakku,Rejected
27211,Final Approval,2025-05-24,Yohan Rizvi,Rejected
27211,Initial Review,2025-04-10,Upeksha Balasuriya,Approved
27212,Visa Processing,2025-08-10,Hiba Vigneswaran,Rejected
27212,Initial Review,2025-08-06,Thilina Gamage,Rejected
27212,Final Approval,2025-08-10,Dilshan Liyanage,Approved
27213,Initial Review,2023-11-26,Kamal Yogarajah,Hold
27213,Medical Check,2025-01-25,Bandula Yogarajah,Hold
27213,Interview,2024-11-29,Lalith Nadarajah,Rejected
27214,Medical Check,2025-01-01,Chandana Jaleel,Rejected
27214,Initial Review,2025-05-29,Madushan Uthayakumar,Approved
27214,Interview,2024-12-12,Viraj Ekanayake,Approved
27215,Final Approval,2025-05-21,Madushika Obeysekera,Pending
27215,Initial Review,2025-04-26,Sunil Balasuriya,Approved
27215,Visa Processing,2025-08-10,Thushari Wijesinghe,Hold
27216,Medical Check,2025-03-15,Lakmini Munasinghe,Approved
27216,Visa Processing,2025-05-01,Nadeesha Abeysinghe,Rejected
27217,Initial Review,2025-07-13,Dayan Zoysa,Approved
27217,Visa Processing,2025-08-15,Wathsala Samarasinghe,Approved
27218,Medical Check,2024-08-01,Zara Galappaththi,Hold
27218,Visa Processing,2025-05-11,Shey Udayanga,Pending
27219,Visa Processing,2025-03-27,Lasika Dissanayake,Pending
27219,Interview,2025-03-19,Viraj Rajapaksa,Pending
27219,Final Approval,2025-04-14,Aloka Edirisinghe,Pending
27220,Initial Review,2025-08-13,Adeesha Alwis,Rejected
27221,Medical Check,2025-08-19,Tharaka Hettiarachchi,Approved
27222,Final Approval,2025-03-19,Nadeesha Amarasinghe,Approved
27223,Interview,2025-08-11,Eranga Chandrasekara,Approved
27223,Medical Check,2025-07-03,Eshini Jayawardena,Approved
27224,Interview,2025-05-13,Indrani Amarasinghe,Hold
27225,Initial Review,2025-03-13,Yasara Xavier,Rejected
27226,Final Approval,2024-12-06,Nuwan Fonseka,Rejected
27227,Final Approval,2025-01-18,Mohamed Quintus,Hold
27227,Initial Review,2025-06-15,Oshini Nadarajah,Pending
27227,Interview,2025-08-20,Lahiru Ekanayake,Approved
27228,Initial Review,2024-04-22,Gamini Fernando,Hold
27228,Visa Processing,2025-01-23,Nimal Yogarajah,Approved
27228,Interview,2024-06-11,Sarath Balasuriya,Hold
27229,Interview,2025-06-27,Bhagya Amarasinghe,Approved
27230,Visa Processing,2024-08-27,Nirosha Gamage,Pending
27231,Medical Check,2024-11-21,Ibrahim Lokuhetti,Pending
27231,Visa Processing,2024-12-28,Yohan Dharmasena,Hold
27232,Medical Check,2024-09-28,Prabha Jaleel,Pending
27233,Final Approval,2025-06-19,Dinesh Dissanayake,Approved
27234,Initial Review,2024-08-02,Bhagya Lokuhetti,Rejected
27235,Final Approval,2024-05-01,Yasith Sivapragasam,Pending
27235,Interview,2025-01-07,Dayan Zuhair,Approved
27236,Medical Check,2024-11-04,Pasindu Alwis,Pending
27236,Interview,2025-05-28,Aloka Bandara,Pending
27237,Interview,2025-08-18,Adeesha Basnayake,Pending
27237,Visa Processing,2025-08-17,Viraj Vigneswaran,Pending
27238,Interview,2023-12-25,Fathima Chandrasekara,Hold
27238,Visa Processing,2025-06-07,Kamal Ratnayake,Hold
27238,Final Approval,2025-05-09,Upeksha Karunaratne,Hold
27239,Interview,2025-05-02,Soha Weerasinghe,Pending
27240,Interview,2024-05-09,Lakmini Senanayake,Pending
27241,Initial Review,2024-07-27,Aloka Thangavelu,Approved
27241,Visa Processing,2025-05-20,Oshini Nanayakkara,Hold
27241,Medical Check,2025-06-04,Achini Madugalle,Pending
27242,Medical Check,2024-11-12,Kanchana Cooray,Hold
27242,Interview,2024-02-22,Yasith Basnayake,Hold
27242,Visa Processing,2024-05-22,Rohan Gamage,Pending
27243,Visa Processing,2024-12-03,Anjali Thangavelu,Rejected
27243,Final Approval,2024-09-27,Eranga Herath,Approved
27243,Initial Review,2024-07-21,Tharushi Peiris,Hold
27244,Initial Review,2024-12-11,Aloka Fernando,Pending
27244,Final Approval,2024-07-28,Yasith Liyanage,Approved
27244,Visa Processing,2025-06-14,Tilak Thangavelu,Hold
27245,Initial Review,2024-11-06,Wathsala Jaleel,Pending
27245,Visa Processing,2024-11-19,Sanduni Rizvi,Rejected
27245,Interview,2024-12-04,Udeshika Nadarajah,Pending
27246,Initial Review,2025-05-21,Wasantha Dissanayake,Hold
27246,Visa Processing,2025-04-17,Pasindu Liyanage,Approved
27246,Medical Check,2024-09-14,Ayesha Rizvi,Pending
27247,Medical Check,2024-07-20,Saisha Ranaweera,Pending
27247,Visa Processing,2024-09-11,Pasindu Alwis,Pending
27248,Visa Processing,2024-11-14,Janani Yapa,Hold
27249,Interview,2025-08-12,Yohan Galappaththi,Hold
27249,Visa Processing,2025-04-28,Nirosha Munasinghe,Approved
27250,Interview,2025-01-02,Sashika Kodithuwakku,Pending
27251,Initial Review,2025-03-12,Nuwan Vithanage,Rejected
27251,Interview,2025-05-25,Dayan Weerasinghe,Pending
27252,Medical Check,2025-04-02,Adeesha Jaleel,Hold
27253,Initial Review,2025-07-05,Yohan Vigneswaran,Approved
27254,Final Approval,2025-08-03,Nishani Yogarajah,Rejected
27254,Visa Processing,2025-07-29,Eranga Ranaweera,Hold
27254,Interview,2025-06-19,Suranga de Silva,Hold
27255,Visa Processing,2025-02-27,Pradeep Munasinghe,Pending
27255,Interview,2025-04-10,Yashodha Ibrahim,Approved
27255,Final Approval,2025-01-17,Jayantha Kumara,Hold
27256,Interview,2025-07-19,Zainab Zoysa,Rejected
27256,Medical Check,2024-11-08,Jagath Sivapragasam,Hold
27256,Final Approval,2024-09-03,Anura Kumara,Hold
27257,Visa Processing,2025-04-13,Ibrahim Dissanayake,Approved
27257,Medical Check,2025-04-17,Jagath Quintus,Rejected
27257,Final Approval,2025-05-27,Priyantha Galappaththi,Hold
27258,Interview,2024-11-13,Yasara Yogarajah,Approved
27258,Final Approval,2025-07-10,Ibrahim Zoysa,Rejected
27259,Medical Check,2025-07-05,Wimal Gunawardena,Approved
27260,Initial Review,2025-03-30,Chaminda Sivapragasam,Hold
27260,Visa Processing,2024-11-28,Ruwini Sivapragasam,Rejected
27260,Final Approval,2025-05-08,Ibrahim Dissanayake,Hold
27261,Medical Check,2025-05-10,Lasika Kodithuwakku,Approved
27261,Visa Processing,2025-07-22,Zahran Peiris,Hold
27262,Medical Check,2024-11-27,Shashika Wijesinghe,Rejected
27263,Initial Review,2025-07-01,Kamal Obeysekera,Pending
27263,Medical Check,2025-03-12,Oshadi Kumara,Approved
27263,Final Approval,2025-05-12,Oshini Hewage,Approved
27264,Medical Check,2024-04-06,Adeesha Thilakarathna,Approved
27264,Interview,2024-11-14,Tharushi Vithanage,Pending
27265,Final Approval,2025-02-26,Ajith Chandrasekara,Approved
27266,Initial Review,2025-07-03,Mahinda Nadarajah,Rejected
27267,Final Approval,2024-09-11,Chandana Edirisinghe,Rejected
27267,Initial Review,2024-07-28,Viraj Rizvi,Pending
27267,Interview,2025-02-27,Prabha Fernando,Pending
27268,Interview,2025-08-20,Shey Yogarajah,Rejected
27268,Medical Check,2025-08-16,Achini Karunaratne,Pending
27269,Initial Review,2025-06-11,Wasantha Rajapaksa,Hold
27269,Medical Check,2025-07-24,Chaminda Obeysekera,Rejected
27270,Interview,2025-08-17,Wasanthi Vigneswaran,Hold
27271,Interview,2023-12-15,Deepthi Rizvi,Rejected
27272,Medical Check,2024-02-16,Lasika Senanayake,Hold
27273,Initial Review,2025-07-26,Eranga Cooray,Pending
27273,Final Approval,2025-01-17,Nirosha Obeysekera,Pending
27273,Interview,2025-08-17,Kanchana Nadarajah,Hold
27274,Initial Review,2025-06-30,Wasanthi Galappaththi,Hold
27274,Medical Check,2025-06-20,Sarath Ilangakoon,Rejected
27274,Final Approval,2025-08-13,Sashika Madugalle,Rejected
27275,Medical Check,2023-12-26,Yasara Ibrahim,Pending
27275,Initial Review,2025-07-02,Anura Cooray,Hold
27275,Interview,2024-02-08,Lalith Gunawardena,Hold
27276,Visa Processing,2025-07-01,Ibrahim Fonseka,Approved
27276,Medical Check,2024-08-04,Chandana Zoysa,Rejected
27277,Final Approval,2024-11-13,Madushika Ratnayake,Rejected
27277,Visa Processing,2024-12-21,Jayantha Balasuriya,Rejected
27277,Initial Review,2024-05-20,Dilani de Silva,Rejected
27278,Visa Processing,2025-07-15,Jagath Dharmasena,Approved
27278,Final Approval,2025-06-14,Chathurika Senanayake,Approved
27279,Final Approval,2024-06-28,Tilak Balasuriya,Hold
27279,Medical Check,2024-09-27,Anura Vigneswaran,Rejected
27280,Initial Review,2025-01-01,Vimukthi Vigneswaran,Hold
27280,Final Approval,2024-12-09,Deepthi Yogarajah,Hold
27280,Medical Check,2025-06-04,Nalaka Dharmasena,Hold
27281,Medical Check,2025-07-15,Sunil de Silva,Hold
27281,Final Approval,2025-08-13,Udeshika Balasuriya,Approved
27281,Interview,2025-08-12,Nadeesha Thangavelu,Pending
27282,Medical Check,2024-01-21,Isuri Ekanayake,Pending
27283,Initial Review,2025-02-10,Madhavi Rizvi,Pending
27283,Visa Processing,2024-12-08,Nadeeka Jayaweera,Rejected
27283,Interview,2024-08-18,Tharushi Galappaththi,Hold
27284,Visa Processing,2024-08-26,Chamara Udayanga,Rejected
27284,Final Approval,2025-07-29,Jayani Quintus,Pending
27285,Interview,2025-01-09,Chamara Ibrahim,Rejected
27285,Medical Check,2024-11-29,Priyantha Munasinghe,Approved
27286,Initial Review,2025-06-03,Queenie Jaleel,Approved
27287,Interview,2025-08-20,Hansika Balasuriya,Rejected
27288,Interview,2025-06-25,Shey Madugalle,Pending
27288,Initial Review,2024-11-21,Dayan Edirisinghe,Hold
27289,Final Approval,2024-10-18,Adeesha Jayaweera,Hold
27289,Visa Processing,2024-05-13,Yasara Thilakarathna,Rejected
27289,Initial Review,2024-11-15,Fathima Munasinghe,Approved
27290,Initial Review,2024-10-29,Oshadi Amarasinghe,Rejected
27290,Interview,2025-01-09,Chandana Opatha,Hold
27291,Final Approval,2024-08-30,Wasantha Gamage,Rejected
27291,Visa Processing,2024-10-13,Nadeesha Quintus,Pending
27292,Visa Processing,2024-12-21,Nalaka Ponnambalam,Pending
27293,Medical Check,2025-06-13,Ishani Samarasinghe,Pending
27293,Visa Processing,2025-03-22,Akila Kodithuwakku,Hold
27293,Interview,2025-03-17,Tharushi Thangavelu,Rejected
27294,Medical Check,2025-03-24,Adeesha Ekanayake,Pending
27294,Interview,2024-02-22,Adeesha Ibrahim,Pending
27294,Initial Review,2025-07-17,Indrani Ranaweera,Rejected
27295,Initial Review,2024-11-01,Fazil Weerasinghe,Pending
27295,Final Approval,2024-09-07,Lakmini Bandara,Hold
27296,Visa Processing,2024-05-23,Udeshika Samarasinghe,Rejected
27296,Initial Review,2024-04-22,Zameer Fonseka,Hold
27297,Visa Processing,2025-05-01,Janani Vigneswaran,Approved
27297,Medical Check,2025-06-15,Anura Perera,Pending
27297,Final Approval,2025-05-23,Buddhini Alwis,Hold
27298,Final Approval,2024-08-29,Ahmed Gunawardena,Rejected
27298,Interview,2025-02-13,Lakmini Dias,Rejected
27298,Visa Processing,2024-07-08,Lakmini Bandara,Hold
27299,Interview,2025-06-18,Isuri Abeysinghe,Pending
27299,Visa Processing,2025-07-19,Chaminda Ranaweera,Pending
27300,Medical Check,2024-12-23,Wasanthi Alwis,Pending
27301,Final Approval,2024-08-15,Nethmi Kodithuwakku,Rejected
27301,Medical Check,2024-09-27,Rashmi Udayanga,Hold
27301,Interview,2025-06-15,Anjali Madugalle,Approved
27302,Initial Review,2025-01-19,Menaka Wijesinghe,Approved
27302,Visa Processing,2025-01-26,Lakmini Udayanga,Hold
27302,Interview,2024-11-04,Adeesha Ratnayake,Hold
27303,Interview,2024-06-01,Yashodha Ponnambalam,Hold
27303,Final Approval,2025-02-09,Fathima Balasuriya,Pending
27304,Visa Processing,2024-07-08,Yasith Ranaweera,Pending
27304,Interview,2024-05-09,Ganga Ilangakoon,Rejected
27305,Visa Processing,2024-10-16,Ahmed Herath,Approved
27305,Medical Check,2023-09-30,Inoka Munasinghe,Pending
27305,Interview,2024-02-22,Lalith Thilakarathna,Pending
27306,Final Approval,2025-08-18,Harsha Quintus,Hold
27306,Visa Processing,2025-03-03,Duminda Jaleel,Hold
27307,Interview,2025-07-05,Buddhini Fernando,Approved
